idPartida;cestinhaJogador1;cestinhaPontos1;cestinhaJogador2;cestinhaPontos2;cestinhaDestaque;assistenciaJogador1;assistencia1;assistenciaJogador2;assistencia;assistenciaDestaque;reboteJogador1;rebote1;reboteJogador2;rebote;reboteDestaque
2247;;;;;;;;;;;;;;;;
2805;1163;20;1296;32;;1158;4;1184;3;;1158;5;1299;2;;
2806;709;36;1134;25;;709;5;1136;7;;709;11;1134;12;;
2807;737;15;1305;19;;791;2;1305;5;;11130;10;1307;10;;
2808;1321;28;1071;19;;1321;3;1071;6;;1128;9;1074;6;;
2809;11258;15;1068;33;;713;3;843;4;;721;12;1067;9;;
2810;1305;18;764;23;;586;2;1158;5;;1305;6;764;10;;
2811;1133;21;1128;19;;1133;7;1321;2;;1137;11;1128;10;;
2812;570;20;11216;20;;1296;2;11148;4;;1294;8;709;11;;
2813;1071;19;721;15;;1079;3;689;1;;1079;14;11181;10;;
2814;1067;23;11130;16;;1064;6;11130;3;;1064;9;11130;8;;
2815;;;;;;;;;;;;;;;;
2816;1128;19;1296;26;;11225;2;1184;5;;1128;10;1294;10;;
2817;709;24;586;14;;11148;5;586;6;;716;11;1172;12;;
2818;407;14;1134;27;;721;3;11112;6;;407;11;1134;7;;
2819;739;23;1072;23;;791;3;1071;3;;11130;8;1079;9;;
2820;1158;19;834;18;;1158;2;834;9;;1164;8;1068;7;;
2821;1295;20;11258;18;;1184;3;11181;3;;1300;11;11258;15;;
2822;1305;22;626;25;;1305;5;11175;2;;1307;10;626;10;;
2823;1379;23;764;29;;1071;5;1163;5;;1079;12;1164;11;;
2824;1134;30;11130;19;;1133;6;791;3;;1134;14;11130;10;;
2825;1064;22;11148;19;;834;9;11148;4;;1064;10;11148;7;;
2826;11252;11;1085;13;;11237;8;11138;3;;11252;11;11136;8;;
2827;1378;17;11196;17;;1346;5;11201;6;;1365;11;11204;15;;
2828;672;22;1147;15;;1178;4;1143;4;;672;15;1076;8;;
2829;1325;29;11162;10;;568;5;11162;3;;845;9;11222;9;;
2830;1339;17;1121;19;;1339;3;1121;4;;1337;14;1121;14;;
2831;11204;20;1178;22;;1149;4;1178;6;;11198;7;672;13;;
2832;1085;13;1322;19;;11138;2;568;5;;11133;9;579;9;;
2833;1147;12;11241;19;;1143;7;11237;9;;1148;14;11237;10;;
2834;1121;20;1371;12;;1249;6;1365;5;;1121;9;1365;9;;
2835;11222;17;1339;20;;520;3;1337;4;;11222;13;1337;20;;
2836;1081;28;1339;31;;1081;8;1337;7;;11133;10;1337;12;;
2837;11204;20;11241;15;;11200;2;11237;5;;11204;14;11252;10;;
2838;11213;16;1371;18;;11166;2;1367;6;;11165;12;1373;9;;
2839;1146;12;579;24;;1076;3;568;4;;1142;9;568;6;;
2840;1165;23;1178;29;;594;5;1178;6;;1121;18;672;9;;
2841;1339;22;1142;18;;1339;5;1145;6;;1337;14;1146;14;;
2842;1371;18;11136;15;;1378;7;11140;5;;1377;7;11136;14;;
2843;11215;15;520;8;;1090;6;520;2;;1091;6;11222;6;;
2844;1325;20;11201;13;;568;4;1149;3;;1323;13;11193;9;;
2845;11252;14;1165;14;;11237;5;594;6;;11252;10;1121;9;;
2846;1142;12;1365;17;;11161;5;1378;7;;1147;10;1365;13;;
2847;837;20;11215;9;;756;5;1091;2;;1085;9;11215;5;;
2848;11201;23;1339;29;;11198;3;670;6;;11198;13;1337;24;;
2849;11213;18;11252;20;;520;4;11237;5;;11213;12;11252;14;;
2850;648;23;568;19;;648;7;568;5;;1121;11;1333;13;;
2851;1365;12;11148;16;;1378;3;11148;7;;1373;6;716;8;;
2852;568;20;1207;18;;1328;2;1075;4;;579;6;760;9;;
2853;1091;20;11130;23;;1178;6;791;3;;755;9;11130;6;;
2854;660;22;721;22;;1339;6;11236;3;;1337;18;11181;7;;
2855;1275;11;11225;17;;11238;2;1128;4;;11238;7;1128;16;;
2856;11130;19;1337;24;;737;6;1338;6;;11130;9;1337;24;;
2857;709;25;672;19;;709;4;1178;9;;11148;6;672;12;;
2858;407;16;568;19;;11186;3;1332;3;;407;13;1333;15;;
2859;1128;23;1378;28;;1128;4;1365;3;;1128;10;1378;9;;
2860;764;17;11239;9;;1158;6;11237;4;;1159;10;11238;4;;
2861;579;26;11130;24;;579;5;11131;2;;1333;16;11130;6;;
2862;672;18;1128;12;;1090;4;11174;2;;672;12;626;5;;
2863;1337;20;709;21;;1339;5;716;6;;1337;10;11148;6;;
2864;1378;16;1207;20;;1378;4;1163;7;;1346;6;760;9;;
